Source 기업명,Source 모기업명,Source_산업,Target 기업명,Target_모기업,Target_산업,Year,relation_type,dependency_direction,risk_language_score,investment_mentioned,contract_scale_score,no_alternative_mentioned,spillover_type,source_section,source_raw_name,source_canonical_name,source_canonical_firm_id,source_entity_level,source_entity_type,source_parent_canonical_name,source_parent_firm_id,source_mapping_found,target_raw_name,target_canonical_name,target_canonical_firm_id,target_entity_level,target_entity_type,target_parent_canonical_name,target_parent_firm_id,target_mapping_found,source_parent_hint_raw_name,source_parent_hint_canonical_name,source_parent_hint_canonical_firm_id,source_parent_hint_entity_level,source_parent_hint_entity_type,source_parent_hint_parent_canonical_name,source_parent_hint_parent_firm_id,source_parent_hint_mapping_found,target_parent_hint_raw_name,target_parent_hint_canonical_name,target_parent_hint_canonical_firm_id,target_parent_hint_entity_level,target_parent_hint_entity_type,target_parent_hint_parent_canonical_name,target_parent_hint_parent_firm_id,target_parent_hint_mapping_found,risk_source_id,risk_source_name,risk_target_id,risk_target_name,risk_direction_rule,risk_edge_valid,is_reciprocal_expansion,risk_language_score_norm,contract_scale_score_norm,no_alternative_flag,investment_flag,edge_weight_v1
SAP SE,SAP,Enterprise Software (ERP),ADP,ADP,HR / Payroll Software,2025,software_vendor,mutual,0.0,N,0.0,N,none,Item4,SAP SE,SAP,FIRM_0132,parent,enterprise_software,,,True,ADP,ADP,FIRM_0001,parent,hr_software,,,True,SAP,SAP,FIRM_0132,parent,enterprise_software,,,True,ADP,ADP,FIRM_0001,parent,hr_software,,,True,FIRM_0001,ADP,FIRM_0132,SAP,mutual_target_to_source,True,True,0.0,0.0,0,0,0.1
SAP SE,SAP,Enterprise Software (ERP),SmartRecruiters,SAP,HR Software,2025,investment_target,downstream,0.0,Y,0.0,N,none,Item4,SAP SE,SAP,FIRM_0132,parent,enterprise_software,,,True,SmartRecruiters,SmartRecruiters,FIRM_0154,company,hr_software,,,True,SAP,SAP,FIRM_0132,parent,enterprise_software,,,True,SAP,SAP,FIRM_0132,parent,enterprise_software,,,True,FIRM_0132,SAP,FIRM_0154,SmartRecruiters,source_is_upstream_of_target,True,False,0.0,0.0,0,1,0.1
SAP SE,SAP,Enterprise Software (ERP),SAP Deutschland SE & Co. KG,SAP,Enterprise Software (ERP),2025,subsidiary,mutual,0.0,N,0.0,N,none,Item4,SAP SE,SAP,FIRM_0132,parent,enterprise_software,,,True,SAP Deutschland SE & Co. KG,SAP Deutschland,FIRM_0137,regional_entity,enterprise_software,SAP,FIRM_0132,True,SAP,SAP,FIRM_0132,parent,enterprise_software,,,True,SAP,SAP,FIRM_0132,parent,enterprise_software,,,True,FIRM_0132,SAP,FIRM_0137,SAP Deutschland,mutual_source_to_target,True,True,0.0,0.0,0,0,0.1
SAP SE,SAP,Enterprise Software (ERP),SAP Deutschland SE & Co. KG,SAP,Enterprise Software (ERP),2025,subsidiary,mutual,0.0,N,0.0,N,none,Item4,SAP SE,SAP,FIRM_0132,parent,enterprise_software,,,True,SAP Deutschland SE & Co. KG,SAP Deutschland,FIRM_0137,regional_entity,enterprise_software,SAP,FIRM_0132,True,SAP,SAP,FIRM_0132,parent,enterprise_software,,,True,SAP,SAP,FIRM_0132,parent,enterprise_software,,,True,FIRM_0137,SAP Deutschland,FIRM_0132,SAP,mutual_target_to_source,True,True,0.0,0.0,0,0,0.1
SAP SE,SAP,Enterprise Software (ERP),SAP Schweiz AG,SAP,Enterprise Software (ERP),2025,subsidiary,mutual,0.0,N,0.0,N,none,Item4,SAP SE,SAP,FIRM_0132,parent,enterprise_software,,,True,SAP Schweiz AG,SAP Schweiz,FIRM_0143,regional_entity,enterprise_software,SAP,FIRM_0132,True,SAP,SAP,FIRM_0132,parent,enterprise_software,,,True,SAP,SAP,FIRM_0132,parent,enterprise_software,,,True,FIRM_0132,SAP,FIRM_0143,SAP Schweiz,mutual_source_to_target,True,True,0.0,0.0,0,0,0.1
SAP SE,SAP,Enterprise Software (ERP),SAP Schweiz AG,SAP,Enterprise Software (ERP),2025,subsidiary,mutual,0.0,N,0.0,N,none,Item4,SAP SE,SAP,FIRM_0132,parent,enterprise_software,,,True,SAP Schweiz AG,SAP Schweiz,FIRM_0143,regional_entity,enterprise_software,SAP,FIRM_0132,True,SAP,SAP,FIRM_0132,parent,enterprise_software,,,True,SAP,SAP,FIRM_0132,parent,enterprise_software,,,True,FIRM_0143,SAP Schweiz,FIRM_0132,SAP,mutual_target_to_source,True,True,0.0,0.0,0,0,0.1
SAP SE,SAP,Enterprise Software (ERP),SAP UK Limited,SAP,Enterprise Software (ERP),2025,subsidiary,mutual,0.0,N,0.0,N,none,Item4,SAP SE,SAP,FIRM_0132,parent,enterprise_software,,,True,SAP UK Limited,SAP UK,FIRM_0146,regional_entity,enterprise_software,SAP,FIRM_0132,True,SAP,SAP,FIRM_0132,parent,enterprise_software,,,True,SAP,SAP,FIRM_0132,parent,enterprise_software,,,True,FIRM_0132,SAP,FIRM_0146,SAP UK,mutual_source_to_target,True,True,0.0,0.0,0,0,0.1
SAP SE,SAP,Enterprise Software (ERP),SAP UK Limited,SAP,Enterprise Software (ERP),2025,subsidiary,mutual,0.0,N,0.0,N,none,Item4,SAP SE,SAP,FIRM_0132,parent,enterprise_software,,,True,SAP UK Limited,SAP UK,FIRM_0146,regional_entity,enterprise_software,SAP,FIRM_0132,True,SAP,SAP,FIRM_0132,parent,enterprise_software,,,True,SAP,SAP,FIRM_0132,parent,enterprise_software,,,True,FIRM_0146,SAP UK,FIRM_0132,SAP,mutual_target_to_source,True,True,0.0,0.0,0,0,0.1
SAP SE,SAP,Enterprise Software (ERP),Concur Holdings Netherlands B.V.,SAP,Travel & Expense Software,2025,subsidiary,mutual,0.0,Y,0.0,N,none,Item4,SAP SE,SAP,FIRM_0132,parent,enterprise_software,,,True,Concur Holdings Netherlands B.V.,SAP Concur,FIRM_0136,subsidiary,travel_expense_software,SAP,FIRM_0132,True,SAP,SAP,FIRM_0132,parent,enterprise_software,,,True,SAP,SAP,FIRM_0132,parent,enterprise_software,,,True,FIRM_0132,SAP,FIRM_0136,SAP Concur,mutual_source_to_target,True,True,0.0,0.0,0,1,0.1
SAP SE,SAP,Enterprise Software (ERP),Concur Holdings Netherlands B.V.,SAP,Travel & Expense Software,2025,subsidiary,mutual,0.0,Y,0.0,N,none,Item4,SAP SE,SAP,FIRM_0132,parent,enterprise_software,,,True,Concur Holdings Netherlands B.V.,SAP Concur,FIRM_0136,subsidiary,travel_expense_software,SAP,FIRM_0132,True,SAP,SAP,FIRM_0132,parent,enterprise_software,,,True,SAP,SAP,FIRM_0132,parent,enterprise_software,,,True,FIRM_0136,SAP Concur,FIRM_0132,SAP,mutual_target_to_source,True,True,0.0,0.0,0,1,0.1
SAP SE,SAP,Enterprise Software (ERP),WalkMe,SAP,Digital Adoption Platform,2025,subsidiary,upstream,0.0,Y,0.0,N,none,Item4,SAP SE,SAP,FIRM_0132,parent,enterprise_software,,,True,WalkMe,WalkMe,FIRM_0169,subsidiary,digital_adoption_platform,SAP,FIRM_0132,True,SAP,SAP,FIRM_0132,parent,enterprise_software,,,True,SAP,SAP,FIRM_0132,parent,enterprise_software,,,True,FIRM_0169,WalkMe,FIRM_0132,SAP,target_is_upstream_of_source,True,False,0.0,0.0,0,1,0.1
SAP SE,SAP,Enterprise Software (ERP),SAP Signavio,SAP,Business Process Management,2025,subsidiary,upstream,0.0,Y,0.0,N,none,Item4,SAP SE,SAP,FIRM_0132,parent,enterprise_software,,,True,SAP Signavio,SAP Signavio,FIRM_0144,subsidiary,process_intelligence,SAP,FIRM_0132,True,SAP,SAP,FIRM_0132,parent,enterprise_software,,,True,SAP,SAP,FIRM_0132,parent,enterprise_software,,,True,FIRM_0144,SAP Signavio,FIRM_0132,SAP,target_is_upstream_of_source,True,False,0.0,0.0,0,1,0.1
SAP SE,SAP,Enterprise Software (ERP),SAP LeanIX,SAP,Enterprise Architecture Software,2025,subsidiary,upstream,0.0,Y,0.0,N,none,Item4,SAP SE,SAP,FIRM_0132,parent,enterprise_software,,,True,SAP LeanIX,SAP LeanIX,FIRM_0141,subsidiary,enterprise_architecture,SAP,FIRM_0132,True,SAP,SAP,FIRM_0132,parent,enterprise_software,,,True,SAP,SAP,FIRM_0132,parent,enterprise_software,,,True,FIRM_0141,SAP LeanIX,FIRM_0132,SAP,target_is_upstream_of_source,True,False,0.0,0.0,0,1,0.1
"Amazon.com, Inc.",Amazon,E-commerce / Cloud,"Anthropic, PBC",Anthropic,AI / ML,2025,ai_provider,mutual,0.3,Y,1.0,N,governance,Item8,"Amazon.com, Inc.",Amazon,FIRM_0009,parent,company,,,True,"Anthropic, PBC",Anthropic,FIRM_0017,company,ai_lab,,,True,Amazon,Amazon,FIRM_0009,parent,company,,,True,Anthropic,Anthropic,FIRM_0017,company,ai_lab,,,True,FIRM_0009,Amazon,FIRM_0017,Anthropic,mutual_source_to_target,True,True,0.3,0.3333333333333333,0,1,0.3233333333333333
"Amazon.com, Inc.",Amazon,E-commerce / Cloud,"Anthropic, PBC",Anthropic,AI / ML,2025,ai_provider,mutual,0.3,Y,1.0,N,governance,Item8,"Amazon.com, Inc.",Amazon,FIRM_0009,parent,company,,,True,"Anthropic, PBC",Anthropic,FIRM_0017,company,ai_lab,,,True,Amazon,Amazon,FIRM_0009,parent,company,,,True,Anthropic,Anthropic,FIRM_0017,company,ai_lab,,,True,FIRM_0017,Anthropic,FIRM_0009,Amazon,mutual_target_to_source,True,True,0.3,0.3333333333333333,0,1,0.3233333333333333
"Amazon.com, Inc.",Amazon,E-commerce / Cloud,Whole Foods Market,Amazon,Retail / Grocery,2025,subsidiary,mutual,0.3,Y,0.5,Y,operational,Item1,"Amazon.com, Inc.",Amazon,FIRM_0009,parent,company,,,True,Whole Foods Market,Whole Foods Market,FIRM_0171,subsidiary,retail,Amazon,FIRM_0009,True,Amazon,Amazon,FIRM_0009,parent,company,,,True,Amazon,Amazon,FIRM_0009,parent,company,,,True,FIRM_0009,Amazon,FIRM_0171,Whole Foods Market,mutual_source_to_target,True,True,0.3,0.1666666666666666,1,1,0.4566666666666666
"Amazon.com, Inc.",Amazon,E-commerce / Cloud,Whole Foods Market,Amazon,Retail / Grocery,2025,subsidiary,mutual,0.3,Y,0.5,Y,operational,Item1,"Amazon.com, Inc.",Amazon,FIRM_0009,parent,company,,,True,Whole Foods Market,Whole Foods Market,FIRM_0171,subsidiary,retail,Amazon,FIRM_0009,True,Amazon,Amazon,FIRM_0009,parent,company,,,True,Amazon,Amazon,FIRM_0009,parent,company,,,True,FIRM_0171,Whole Foods Market,FIRM_0009,Amazon,mutual_target_to_source,True,True,0.3,0.1666666666666666,1,1,0.4566666666666666
"Amazon.com, Inc.",Amazon,E-commerce / Cloud,MGM Holdings Inc.,Amazon,Media / Entertainment,2025,subsidiary,downstream,0.0,Y,1.0,N,none,Item8,"Amazon.com, Inc.",Amazon,FIRM_0009,parent,company,,,True,MGM Holdings Inc.,MGM Holdings,FIRM_0086,subsidiary,media,Amazon,FIRM_0009,True,Amazon,Amazon,FIRM_0009,parent,company,,,True,Amazon,Amazon,FIRM_0009,parent,company,,,True,FIRM_0009,Amazon,FIRM_0086,MGM Holdings,source_is_upstream_of_target,True,False,0.0,0.3333333333333333,0,1,0.2333333333333333
"Amazon.com, Inc.",Amazon,E-commerce / Cloud,"1Life Healthcare, Inc. (One Medical)",Amazon,Healthcare,2025,subsidiary,downstream,0.0,Y,1.0,N,none,Item8,"Amazon.com, Inc.",Amazon,FIRM_0009,parent,company,,,True,"1Life Healthcare, Inc. (One Medical)",One Medical,FIRM_0113,subsidiary,healthcare,Amazon,FIRM_0009,True,Amazon,Amazon,FIRM_0009,parent,company,,,True,Amazon,Amazon,FIRM_0009,parent,company,,,True,FIRM_0009,Amazon,FIRM_0113,One Medical,source_is_upstream_of_target,True,False,0.0,0.3333333333333333,0,1,0.2333333333333333
"Amazon.com, Inc.",Amazon,E-commerce / Cloud,"Rivian Automotive, Inc.",Rivian,Automotive / EV,2025,investment_target,mutual,0.3,Y,0.5,N,performance,Item8,"Amazon.com, Inc.",Amazon,FIRM_0009,parent,company,,,True,"Rivian Automotive, Inc.",Rivian,FIRM_0131,parent,automotive,,,True,Amazon,Amazon,FIRM_0009,parent,company,,,True,Rivian,Rivian,FIRM_0131,parent,automotive,,,True,FIRM_0009,Amazon,FIRM_0131,Rivian,mutual_source_to_target,True,True,0.3,0.1666666666666666,0,1,0.2566666666666667
"Amazon.com, Inc.",Amazon,E-commerce / Cloud,"Rivian Automotive, Inc.",Rivian,Automotive / EV,2025,investment_target,mutual,0.3,Y,0.5,N,performance,Item8,"Amazon.com, Inc.",Amazon,FIRM_0009,parent,company,,,True,"Rivian Automotive, Inc.",Rivian,FIRM_0131,parent,automotive,,,True,Amazon,Amazon,FIRM_0009,parent,company,,,True,Rivian,Rivian,FIRM_0131,parent,automotive,,,True,FIRM_0131,Rivian,FIRM_0009,Amazon,mutual_target_to_source,True,True,0.3,0.1666666666666666,0,1,0.2566666666666667
IBM,IBM,Enterprise IT / Services,Amazon Web Services (AWS),Amazon,Cloud / Infrastructure,2025,partner,bilateral,0.4,N,2.0,N,operational,Item1A,IBM,IBM,FIRM_0069,parent,technology_company,,,True,Amazon Web Services (AWS),Amazon Web Services,FIRM_0012,service,cloud_provider,Amazon,FIRM_0009,True,IBM,IBM,FIRM_0069,parent,technology_company,,,True,Amazon,Amazon,FIRM_0009,parent,company,,,True,FIRM_0069,IBM,FIRM_0012,Amazon Web Services,bilateral_source_to_target,True,True,0.4,0.6666666666666666,0,0,0.3866666666666666
IBM,IBM,Enterprise IT / Services,Amazon Web Services (AWS),Amazon,Cloud / Infrastructure,2025,partner,bilateral,0.4,N,2.0,N,operational,Item1A,IBM,IBM,FIRM_0069,parent,technology_company,,,True,Amazon Web Services (AWS),Amazon Web Services,FIRM_0012,service,cloud_provider,Amazon,FIRM_0009,True,IBM,IBM,FIRM_0069,parent,technology_company,,,True,Amazon,Amazon,FIRM_0009,parent,company,,,True,FIRM_0012,Amazon Web Services,FIRM_0069,IBM,bilateral_target_to_source,True,True,0.4,0.6666666666666666,0,0,0.3866666666666666
IBM,IBM,Enterprise IT / Services,HashiCorp,IBM,Dev Tools / Cloud Infrastructure,2025,subsidiary,downstream,0.3,Y,3.0,Y,operational,Item8,IBM,IBM,FIRM_0069,parent,technology_company,,,True,HashiCorp,HashiCorp,FIRM_0065,subsidiary,infrastructure_software,IBM,FIRM_0069,True,IBM,IBM,FIRM_0069,parent,technology_company,,,True,IBM,IBM,FIRM_0069,parent,technology_company,,,True,FIRM_0069,IBM,FIRM_0065,HashiCorp,source_is_upstream_of_target,True,False,0.3,1.0,1,1,0.7899999999999999
IBM,IBM,Enterprise IT / Services,Microsoft,Microsoft,Enterprise Software / Cloud,2025,partner,bilateral,0.5,N,2.0,N,performance,Item1A,IBM,IBM,FIRM_0069,parent,technology_company,,,True,Microsoft,Microsoft,FIRM_0097,parent,company,,,True,IBM,IBM,FIRM_0069,parent,technology_company,,,True,Microsoft,Microsoft,FIRM_0097,parent,company,,,True,FIRM_0069,IBM,FIRM_0097,Microsoft,bilateral_source_to_target,True,True,0.5,0.6666666666666666,0,0,0.4166666666666666
IBM,IBM,Enterprise IT / Services,Microsoft,Microsoft,Enterprise Software / Cloud,2025,partner,bilateral,0.5,N,2.0,N,performance,Item1A,IBM,IBM,FIRM_0069,parent,technology_company,,,True,Microsoft,Microsoft,FIRM_0097,parent,company,,,True,IBM,IBM,FIRM_0069,parent,technology_company,,,True,Microsoft,Microsoft,FIRM_0097,parent,company,,,True,FIRM_0097,Microsoft,FIRM_0069,IBM,bilateral_target_to_source,True,True,0.5,0.6666666666666666,0,0,0.4166666666666666
IBM,IBM,Enterprise IT / Services,Open source community,Apache Software Foundation,Open Source,2025,supplier,upstream,0.6,N,2.0,N,operational,Item1A,IBM,IBM,FIRM_0069,parent,technology_company,,,True,Open source community,Open source community,FIRM_0114,community,open_source,,,True,IBM,IBM,FIRM_0069,parent,technology_company,,,True,Apache Software Foundation,Apache Software Foundation,FIRM_0019,foundation,open_source,,,True,FIRM_0114,Open source community,FIRM_0069,IBM,target_is_upstream_of_source,True,False,0.6,0.6666666666666666,0,0,0.4466666666666666
IBM,IBM,Enterprise IT / Services,Oracle,Oracle,Enterprise Software / Database,2025,partner,bilateral,0.3,N,2.0,N,operational,Item1A,IBM,IBM,FIRM_0069,parent,technology_company,,,True,Oracle,Oracle,FIRM_0117,parent,enterprise_software,,,True,IBM,IBM,FIRM_0069,parent,technology_company,,,True,Oracle,Oracle,FIRM_0117,parent,enterprise_software,,,True,FIRM_0069,IBM,FIRM_0117,Oracle,bilateral_source_to_target,True,True,0.3,0.6666666666666666,0,0,0.3566666666666667
IBM,IBM,Enterprise IT / Services,Oracle,Oracle,Enterprise Software / Database,2025,partner,bilateral,0.3,N,2.0,N,operational,Item1A,IBM,IBM,FIRM_0069,parent,technology_company,,,True,Oracle,Oracle,FIRM_0117,parent,enterprise_software,,,True,IBM,IBM,FIRM_0069,parent,technology_company,,,True,Oracle,Oracle,FIRM_0117,parent,enterprise_software,,,True,FIRM_0117,Oracle,FIRM_0069,IBM,bilateral_target_to_source,True,True,0.3,0.6666666666666666,0,0,0.3566666666666667
IBM,IBM,Enterprise IT / Services,Palo Alto Networks,Palo Alto Networks,Cybersecurity,2025,partner,bilateral,0.2,N,1.0,N,security,Item1A,IBM,IBM,FIRM_0069,parent,technology_company,,,True,Palo Alto Networks,Palo Alto Networks,FIRM_0121,parent,cybersecurity,,,True,IBM,IBM,FIRM_0069,parent,technology_company,,,True,Palo Alto Networks,Palo Alto Networks,FIRM_0121,parent,cybersecurity,,,True,FIRM_0069,IBM,FIRM_0121,Palo Alto Networks,bilateral_source_to_target,True,True,0.2,0.3333333333333333,0,0,0.1933333333333333
IBM,IBM,Enterprise IT / Services,Palo Alto Networks,Palo Alto Networks,Cybersecurity,2025,partner,bilateral,0.2,N,1.0,N,security,Item1A,IBM,IBM,FIRM_0069,parent,technology_company,,,True,Palo Alto Networks,Palo Alto Networks,FIRM_0121,parent,cybersecurity,,,True,IBM,IBM,FIRM_0069,parent,technology_company,,,True,Palo Alto Networks,Palo Alto Networks,FIRM_0121,parent,cybersecurity,,,True,FIRM_0121,Palo Alto Networks,FIRM_0069,IBM,bilateral_target_to_source,True,True,0.2,0.3333333333333333,0,0,0.1933333333333333
IBM,IBM,Enterprise IT / Services,PricewaterhouseCoopers LLP,PricewaterhouseCoopers (PwC),Professional Services / Audit,2025,partner,upstream,0.1,N,2.0,Y,governance,Item8,IBM,IBM,FIRM_0069,parent,technology_company,,,True,PricewaterhouseCoopers LLP,PricewaterhouseCoopers,FIRM_0125,regional_entity,professional_services,,,True,IBM,IBM,FIRM_0069,parent,technology_company,,,True,PricewaterhouseCoopers (PwC),PricewaterhouseCoopers,FIRM_0125,parent,professional_services,,,True,FIRM_0125,PricewaterhouseCoopers,FIRM_0069,IBM,target_is_upstream_of_source,True,False,0.1,0.6666666666666666,1,0,0.4966666666666666
IBM,IBM,Enterprise IT / Services,Red Hat,IBM,Open Source / Cloud,2025,subsidiary,downstream,0.2,Y,3.0,Y,operational,Item8,IBM,IBM,FIRM_0069,parent,technology_company,,,True,Red Hat,Red Hat,FIRM_0129,subsidiary,open_source_software,IBM,FIRM_0069,True,IBM,IBM,FIRM_0069,parent,technology_company,,,True,IBM,IBM,FIRM_0069,parent,technology_company,,,True,FIRM_0069,IBM,FIRM_0129,Red Hat,source_is_upstream_of_target,True,False,0.2,1.0,1,1,0.76
IBM,IBM,Enterprise IT / Services,SAP,SAP,Enterprise Software (ERP),2025,partner,bilateral,0.3,N,2.0,N,operational,Item1A,IBM,IBM,FIRM_0069,parent,technology_company,,,True,SAP,SAP,FIRM_0132,parent,enterprise_software,,,True,IBM,IBM,FIRM_0069,parent,technology_company,,,True,SAP,SAP,FIRM_0132,parent,enterprise_software,,,True,FIRM_0069,IBM,FIRM_0132,SAP,bilateral_source_to_target,True,True,0.3,0.6666666666666666,0,0,0.3566666666666667
IBM,IBM,Enterprise IT / Services,SAP,SAP,Enterprise Software (ERP),2025,partner,bilateral,0.3,N,2.0,N,operational,Item1A,IBM,IBM,FIRM_0069,parent,technology_company,,,True,SAP,SAP,FIRM_0132,parent,enterprise_software,,,True,IBM,IBM,FIRM_0069,parent,technology_company,,,True,SAP,SAP,FIRM_0132,parent,enterprise_software,,,True,FIRM_0132,SAP,FIRM_0069,IBM,bilateral_target_to_source,True,True,0.3,0.6666666666666666,0,0,0.3566666666666667
IBM,IBM,Enterprise IT / Services,Salesforce,Salesforce,Enterprise Software (CRM),2025,partner,bilateral,0.3,N,1.0,N,operational,Item1A,IBM,IBM,FIRM_0069,parent,technology_company,,,True,Salesforce,Salesforce,FIRM_0149,parent,enterprise_software,,,True,IBM,IBM,FIRM_0069,parent,technology_company,,,True,Salesforce,Salesforce,FIRM_0149,parent,enterprise_software,,,True,FIRM_0069,IBM,FIRM_0149,Salesforce,bilateral_source_to_target,True,True,0.3,0.3333333333333333,0,0,0.2233333333333333
IBM,IBM,Enterprise IT / Services,Salesforce,Salesforce,Enterprise Software (CRM),2025,partner,bilateral,0.3,N,1.0,N,operational,Item1A,IBM,IBM,FIRM_0069,parent,technology_company,,,True,Salesforce,Salesforce,FIRM_0149,parent,enterprise_software,,,True,IBM,IBM,FIRM_0069,parent,technology_company,,,True,Salesforce,Salesforce,FIRM_0149,parent,enterprise_software,,,True,FIRM_0149,Salesforce,FIRM_0069,IBM,bilateral_target_to_source,True,True,0.3,0.3333333333333333,0,0,0.2233333333333333
Oracle,Oracle,Enterprise Software / Database,Cerner Corporation,Oracle,Healthcare IT,2025,subsidiary,downstream,0.3,Y,2.0,N,operational,Item7,Oracle,Oracle,FIRM_0117,parent,enterprise_software,,,True,Cerner Corporation,Cerner,FIRM_0032,subsidiary,healthcare_it,Oracle,FIRM_0117,True,Oracle,Oracle,FIRM_0117,parent,enterprise_software,,,True,Oracle,Oracle,FIRM_0117,parent,enterprise_software,,,True,FIRM_0117,Oracle,FIRM_0032,Cerner,source_is_upstream_of_target,True,False,0.3,0.6666666666666666,0,1,0.4566666666666666
Oracle,Oracle,Enterprise Software / Database,Ernst & Young LLP,Ernst & Young (EY),Professional Services / Audit,2025,supplier,upstream,0.1,N,1.0,N,governance,Item8,Oracle,Oracle,FIRM_0117,parent,enterprise_software,,,True,Ernst & Young LLP,Ernst & Young,FIRM_0054,parent,professional_services,,,True,Oracle,Oracle,FIRM_0117,parent,enterprise_software,,,True,Ernst & Young (EY),Ernst & Young,FIRM_0054,parent,professional_services,,,True,FIRM_0054,Ernst & Young,FIRM_0117,Oracle,target_is_upstream_of_source,True,False,0.1,0.3333333333333333,0,0,0.1633333333333333
Teradata,Teradata,Data Analytics,Amazon Web Services,Amazon,Cloud / Infrastructure,2025,cloud_provider,upstream,0.6,N,2.5,N,operational,Item1A,Teradata,Teradata,FIRM_0163,parent,data_platform,,,True,Amazon Web Services,Amazon Web Services,FIRM_0012,service,cloud_provider,Amazon,FIRM_0009,True,Teradata,Teradata,FIRM_0163,parent,data_platform,,,True,Amazon,Amazon,FIRM_0009,parent,company,,,True,FIRM_0012,Amazon Web Services,FIRM_0163,Teradata,target_is_upstream_of_source,True,False,0.6,0.8333333333333334,0,0,0.5133333333333334
Teradata,Teradata,Data Analytics,Dell Technologies,Dell Technologies,Hardware / IT Infrastructure,2025,hardware_vendor,upstream,0.5,N,1.5,N,operational,Item1A,Teradata,Teradata,FIRM_0163,parent,data_platform,,,True,Dell Technologies,Dell Technologies,FIRM_0048,parent,hardware,,,True,Teradata,Teradata,FIRM_0163,parent,data_platform,,,True,Dell Technologies,Dell Technologies,FIRM_0048,parent,hardware,,,True,FIRM_0048,Dell Technologies,FIRM_0163,Teradata,target_is_upstream_of_source,True,False,0.5,0.5,0,0,0.35
Teradata,Teradata,Data Analytics,Flex Ltd.,Flex,Electronics Manufacturing (EMS),2025,supplier,upstream,0.9,N,2.5,Y,operational,Item1A,Teradata,Teradata,FIRM_0163,parent,data_platform,,,True,Flex Ltd.,Flex,FIRM_0059,parent,manufacturing,,,True,Teradata,Teradata,FIRM_0163,parent,data_platform,,,True,Flex,Flex,FIRM_0059,parent,manufacturing,,,True,FIRM_0059,Flex,FIRM_0163,Teradata,target_is_upstream_of_source,True,False,0.9,0.8333333333333334,1,0,0.8033333333333335
Teradata,Teradata,Data Analytics,Google Cloud,Google,Cloud / Infrastructure,2025,cloud_provider,upstream,0.6,N,2.5,N,operational,Item1A,Teradata,Teradata,FIRM_0163,parent,data_platform,,,True,Google Cloud,Google Cloud,FIRM_0062,service,cloud_provider,Google,FIRM_0061,True,Teradata,Teradata,FIRM_0163,parent,data_platform,,,True,Google,Google,FIRM_0061,subsidiary,technology_company,Alphabet,FIRM_0006,True,FIRM_0062,Google Cloud,FIRM_0163,Teradata,target_is_upstream_of_source,True,False,0.6,0.8333333333333334,0,0,0.5133333333333334
Teradata,Teradata,Data Analytics,Microsoft Azure,Microsoft,Cloud / Infrastructure,2025,cloud_provider,upstream,0.6,N,2.5,N,operational,Item1A,Teradata,Teradata,FIRM_0163,parent,data_platform,,,True,Microsoft Azure,Microsoft Azure,FIRM_0098,service,cloud_provider,Microsoft,FIRM_0097,True,Teradata,Teradata,FIRM_0163,parent,data_platform,,,True,Microsoft,Microsoft,FIRM_0097,parent,company,,,True,FIRM_0098,Microsoft Azure,FIRM_0163,Teradata,target_is_upstream_of_source,True,False,0.6,0.8333333333333334,0,0,0.5133333333333334
Teradata,Teradata,Data Analytics,NVIDIA,NVIDIA,Semiconductor / AI Hardware,2025,hardware_vendor,upstream,0.7,N,1.5,N,operational,Item1A,Teradata,Teradata,FIRM_0163,parent,data_platform,,,True,NVIDIA,NVIDIA,FIRM_0105,parent,semiconductors,,,True,Teradata,Teradata,FIRM_0163,parent,data_platform,,,True,NVIDIA,NVIDIA,FIRM_0105,parent,semiconductors,,,True,FIRM_0105,NVIDIA,FIRM_0163,Teradata,target_is_upstream_of_source,True,False,0.7,0.5,0,0,0.41
Teradata,Teradata,Data Analytics,NVIDIA,NVIDIA,Semiconductor / AI Hardware,2025,ai_provider,upstream,0.7,N,1.5,N,performance,Item1A,Teradata,Teradata,FIRM_0163,parent,data_platform,,,True,NVIDIA,NVIDIA,FIRM_0105,parent,semiconductors,,,True,Teradata,Teradata,FIRM_0163,parent,data_platform,,,True,NVIDIA,NVIDIA,FIRM_0105,parent,semiconductors,,,True,FIRM_0105,NVIDIA,FIRM_0163,Teradata,target_is_upstream_of_source,True,False,0.7,0.5,0,0,0.41
Teradata,Teradata,Data Analytics,NetApp,NetApp,Storage / Data Management,2025,hardware_vendor,upstream,0.5,N,1.5,N,operational,Item1A,Teradata,Teradata,FIRM_0163,parent,data_platform,,,True,NetApp,NetApp,FIRM_0107,parent,storage,,,True,Teradata,Teradata,FIRM_0163,parent,data_platform,,,True,NetApp,NetApp,FIRM_0107,parent,storage,,,True,FIRM_0107,NetApp,FIRM_0163,Teradata,target_is_upstream_of_source,True,False,0.5,0.5,0,0,0.35
Teradata,Teradata,Data Analytics,PricewaterhouseCoopers,PricewaterhouseCoopers (PwC),Professional Services / Audit,2025,partner,upstream,0.1,N,1.0,N,governance,Item8,Teradata,Teradata,FIRM_0163,parent,data_platform,,,True,PricewaterhouseCoopers,PricewaterhouseCoopers,FIRM_0125,parent,professional_services,,,True,Teradata,Teradata,FIRM_0163,parent,data_platform,,,True,PricewaterhouseCoopers (PwC),PricewaterhouseCoopers,FIRM_0125,parent,professional_services,,,True,FIRM_0125,PricewaterhouseCoopers,FIRM_0163,Teradata,target_is_upstream_of_source,True,False,0.1,0.3333333333333333,0,0,0.1633333333333333
